month,provider,resource_id,service,environment,owner_team,region,monthly_cost_gbp,cpu_avg_pct,memory_avg_pct,uptime_pct,storage_util_pct,monthly_requests,tag_compliant,reserved_coverage_pct,cost_anomaly
2026-05,AWS,RES-00487,EC2,Dev,Security,eu-west-2,89.74,19.9,71.7,25.2,,,1,94.4,0
2026-05,AWS,RES-00488,S3,Prod,Applications,eu-west-1,53.05,,,40.3,47.6,829.0,1,,0
2026-05,AWS,RES-00489,EC2,Dev,Security,eu-west-1,335.4,14.1,81.8,63.5,,,1,34.5,1
2026-05,AWS,RES-00490,NAT Gateway,Prod,Platform,us-east-1,198.06,,,44.5,,,1,,0
2026-05,AWS,RES-00491,S3,Prod,Applications,eu-west-2,32.36,,,77.9,34.1,897.0,1,,0
2026-05,AWS,RES-00492,S3,Prod,Cloud Ops,us-east-1,68.24,,,34.8,52.8,371.0,1,,0
2026-05,AWS,RES-00493,EC2,Dev,Data,eu-west-1,351.1,12.9,2.8,95.4,,,1,34.1,0
2026-05,AWS,RES-00494,RDS,Dev,Data,us-east-1,260.01,,,62.0,,,1,97.0,0
2026-05,AWS,RES-00495,EC2,Dev,Platform,eu-west-2,188.53,4.1,47.2,82.7,,,0,31.7,0
2026-05,Azure,RES-00496,Managed Disks,Prod,Data,East US,75.42,,,78.6,30.7,,1,,0
2026-05,AWS,RES-00497,Load Balancer,Dev,Platform,eu-west-1,35.83,,,61.6,,726.0,1,,0
2026-05,Azure,RES-00498,Virtual Machines,UAT,Applications,UK South,178.05,49.2,24.8,31.7,,,1,78.0,0
2026-05,Azure,RES-00499,Virtual Machines,Prod,Applications,East US,209.53,16.4,10.3,70.2,,,1,82.4,0
2026-05,AWS,RES-00500,EC2,Prod,Applications,us-east-1,109.11,22.3,25.4,30.5,,,1,2.8,0
2026-05,Azure,RES-00501,Virtual Machines,Prod,Security,UK South,353.85,2.7,16.8,84.6,,,1,44.9,0
2026-05,Azure,RES-00502,Load Balancer,Dev,Platform,West Europe,143.74,,,40.5,,1227.0,1,,0
2026-05,Azure,RES-00503,NAT Gateway,Prod,Security,East US,132.7,,,49.3,,,1,,1
2026-05,AWS,RES-00504,EC2,Prod,Data,eu-west-2,112.2,4.4,11.6,93.1,,,1,64.6,0
2026-05,AWS,RES-00505,EC2,Prod,Data,us-east-1,158.15,1.8,6.2,28.3,,,1,53.6,0
2026-05,Azure,RES-00506,Blob Storage,Prod,Applications,East US,106.29,,,92.0,21.5,2200.0,1,,0
2026-05,AWS,RES-00507,EC2,Prod,Platform,eu-west-2,448.88,31.6,44.4,16.6,,,1,52.8,1
2026-05,Azure,RES-00508,SQL Database,Dev,Cloud Ops,West Europe,223.1,,,46.6,,,1,17.1,0
2026-05,Azure,RES-00509,Managed Disks,Dev,Security,West Europe,113.63,,,30.2,48.3,,1,,0
2026-05,Azure,RES-00510,Virtual Machines,Prod,Cloud Ops,East US,424.31,6.7,15.6,86.5,,,1,59.4,0
2026-05,AWS,RES-00511,EC2,UAT,Cloud Ops,eu-west-2,403.78,14.0,18.5,96.8,,,1,16.9,0
2026-05,AWS,RES-00512,S3,Prod,Data,eu-west-1,53.81,,,83.4,43.5,363.0,1,,0
2026-05,AWS,RES-00513,S3,Dev,Data,us-east-1,22.86,,,87.3,72.2,1870.0,1,,0
2026-05,AWS,RES-00514,EBS,Dev,Platform,eu-west-1,79.84,,,48.7,18.2,,1,,0
2026-05,AWS,RES-00515,EBS,UAT,Platform,eu-west-1,58.78,,,95.7,57.8,,1,,0
2026-05,AWS,RES-00516,EC2,Prod,Applications,eu-west-2,129.86,47.8,12.9,35.4,,,1,58.2,0
2026-05,AWS,RES-00517,EC2,Prod,Applications,us-east-1,328.36,19.3,46.4,74.1,,,1,68.3,0
2026-05,Azure,RES-00518,Managed Disks,Prod,Applications,West Europe,46.55,,,99.8,26.8,,1,,0
2026-05,AWS,RES-00519,RDS,Dev,Data,eu-west-1,365.72,,,96.6,,,1,7.7,0
2026-05,Azure,RES-00520,Load Balancer,Prod,Security,East US,44.9,,,31.8,,742.0,1,,0
2026-05,AWS,RES-00521,EC2,UAT,Security,us-east-1,248.08,38.5,35.9,93.4,,,1,84.3,0
2026-05,Azure,RES-00522,NAT Gateway,Prod,Data,West Europe,86.18,,,49.7,,,1,,0
2026-05,AWS,RES-00523,Load Balancer,Dev,Cloud Ops,eu-west-2,40.95,,,89.1,,1610.0,0,,0
2026-05,AWS,RES-00524,EBS,UAT,Data,us-east-1,68.75,,,90.4,45.2,,1,,0
2026-05,AWS,RES-00525,RDS,Prod,Data,eu-west-1,481.29,,,40.5,,,1,75.3,0
2026-05,AWS,RES-00526,Load Balancer,Prod,Security,eu-west-2,119.84,,,83.1,,1407.0,1,,0
2026-05,Azure,RES-00527,Managed Disks,UAT,Cloud Ops,East US,58.75,,,65.9,31.8,,0,,0
2026-05,Azure,RES-00528,SQL Database,Prod,Security,West Europe,369.16,,,90.6,,,1,91.8,0
2026-05,AWS,RES-00529,Load Balancer,Prod,Applications,eu-west-2,72.37,,,32.6,,255.0,1,,0
2026-05,Azure,RES-00530,Virtual Machines,Prod,Cloud Ops,West Europe,165.49,40.2,33.2,58.9,,,0,31.5,0
2026-05,Azure,RES-00531,SQL Database,Prod,Applications,East US,321.69,,,90.4,,,1,44.0,0
2026-05,AWS,RES-00532,S3,Prod,Applications,us-east-1,29.11,,,78.8,31.8,1735.0,1,,0
2026-05,Azure,RES-00533,SQL Database,Prod,Applications,UK South,189.75,,,69.2,,,1,83.9,0
2026-05,Azure,RES-00534,Blob Storage,Dev,Applications,West Europe,82.39,,,74.5,58.4,1993.0,1,,0
2026-05,AWS,RES-00535,NAT Gateway,Dev,Applications,eu-west-2,180.85,,,86.1,,,1,,0
2026-05,AWS,RES-00536,EBS,Prod,Platform,eu-west-1,151.26,,,71.3,26.9,,0,,0
2026-05,Azure,RES-00537,Blob Storage,UAT,Applications,West Europe,51.03,,,32.7,44.7,15322.0,1,,0
2026-05,Azure,RES-00538,SQL Database,UAT,Cloud Ops,UK South,251.51,,,75.9,,,1,68.4,0
2026-05,AWS,RES-00539,EC2,Prod,Security,eu-west-2,218.31,38.0,13.9,72.1,,,1,15.7,0
2026-05,Azure,RES-00540,Virtual Machines,Prod,Applications,UK South,364.2,20.4,36.6,74.0,,,1,49.5,0
2026-05,AWS,RES-00541,EC2,Prod,Platform,eu-west-1,441.92,28.5,25.0,41.3,,,1,57.1,0
2026-05,AWS,RES-00542,Load Balancer,Dev,Security,eu-west-1,78.94,,,64.0,,854.0,1,,0
2026-05,Azure,RES-00543,SQL Database,Prod,Applications,UK South,604.12,,,55.6,,,0,98.5,0
2026-05,Azure,RES-00544,Blob Storage,Prod,Applications,UK South,34.38,,,37.0,68.3,1605.0,1,,0
2026-05,AWS,RES-00545,EC2,Dev,Platform,eu-west-1,104.03,13.4,24.1,87.4,,,1,22.6,0
2026-05,AWS,RES-00546,EC2,Prod,Cloud Ops,eu-west-2,161.12,46.1,13.0,36.9,,,1,77.4,0
2026-05,AWS,RES-00547,EBS,Prod,Cloud Ops,us-east-1,94.96,,,76.6,17.4,,1,,0
2026-05,AWS,RES-00548,NAT Gateway,UAT,Platform,us-east-1,99.37,,,36.3,,,0,,0
2026-05,AWS,RES-00549,Load Balancer,Dev,Security,us-east-1,60.09,,,81.4,,585.0,0,,0
2026-05,AWS,RES-00550,S3,UAT,Security,eu-west-2,45.97,,,30.2,20.1,191.0,1,,0
2026-05,Azure,RES-00551,Blob Storage,Dev,Cloud Ops,East US,25.38,,,58.7,33.6,3019.0,1,,0
2026-05,Azure,RES-00552,Virtual Machines,UAT,Data,West Europe,429.78,29.7,17.7,69.0,,,1,51.8,0
2026-05,AWS,RES-00553,EC2,UAT,Data,eu-west-2,301.88,73.3,38.0,64.8,,,1,6.5,0
2026-05,Azure,RES-00554,NAT Gateway,UAT,Platform,UK South,78.59,,,86.3,,,0,,0
2026-05,Azure,RES-00555,SQL Database,UAT,Platform,East US,337.12,,,83.7,,,1,3.4,0
2026-05,AWS,RES-00556,EC2,UAT,Cloud Ops,eu-west-2,374.46,26.6,16.0,46.2,,,1,6.7,1
2026-05,AWS,RES-00557,EC2,Prod,Security,eu-west-2,247.68,23.5,3.2,64.5,,,0,44.2,0
2026-05,AWS,RES-00558,RDS,Prod,Platform,us-east-1,690.64,,,36.9,,,1,14.7,1
2026-05,Azure,RES-00559,Managed Disks,Prod,Security,West Europe,83.62,,,35.1,22.3,,1,,0
2026-05,AWS,RES-00560,RDS,Prod,Security,eu-west-1,413.91,,,86.7,,,0,89.2,0
2026-05,AWS,RES-00561,RDS,Dev,Cloud Ops,us-east-1,341.45,,,60.7,,,1,40.9,0
2026-05,Azure,RES-00562,Managed Disks,Prod,Data,UK South,138.4,,,56.2,62.6,,1,,0
2026-05,AWS,RES-00563,RDS,Dev,Cloud Ops,eu-west-1,515.35,,,34.8,,,1,72.7,0
2026-05,AWS,RES-00564,EC2,UAT,Data,eu-west-1,98.15,6.8,21.0,67.0,,,1,90.2,0
2026-05,AWS,RES-00565,S3,Prod,Data,us-east-1,45.09,,,86.1,30.4,2383.0,1,,0
2026-05,AWS,RES-00566,NAT Gateway,UAT,Data,eu-west-2,72.29,,,84.1,,,1,,0
2026-05,AWS,RES-00567,Load Balancer,Dev,Platform,eu-west-2,44.2,,,51.0,,755.0,1,,0
2026-05,Azure,RES-00568,Blob Storage,Prod,Security,East US,59.62,,,37.5,31.3,913.0,1,,0
2026-05,Azure,RES-00569,Managed Disks,Dev,Cloud Ops,UK South,78.24,,,63.1,77.0,,1,,0
2026-05,Azure,RES-00570,Managed Disks,Prod,Platform,UK South,82.88,,,45.8,52.4,,1,,1
2026-05,Azure,RES-00571,SQL Database,Prod,Cloud Ops,East US,255.85,,,90.8,,,1,97.1,0
2026-05,Azure,RES-00572,Blob Storage,Prod,Applications,East US,34.89,,,31.0,35.5,3720.0,1,,0
2026-05,AWS,RES-00573,NAT Gateway,UAT,Applications,us-east-1,192.72,,,32.1,,,1,,0
2026-05,AWS,RES-00574,Load Balancer,UAT,Security,eu-west-1,80.4,,,69.5,,3835.0,1,,0
2026-05,AWS,RES-00575,S3,Prod,Security,us-east-1,34.6,,,62.5,17.4,422.0,0,,0
2026-05,AWS,RES-00576,NAT Gateway,Prod,Data,eu-west-1,148.79,,,86.7,,,1,,0
2026-05,Azure,RES-00577,SQL Database,Prod,Data,UK South,324.94,,,89.8,,,1,7.1,0
2026-05,Azure,RES-00578,Managed Disks,Prod,Security,East US,174.78,,,61.2,19.8,,1,,0
2026-05,Azure,RES-00579,Load Balancer,UAT,Data,East US,80.56,,,38.3,,1002.0,1,,0
2026-05,Azure,RES-00580,SQL Database,Dev,Applications,West Europe,264.01,,,43.4,,,1,68.5,0
2026-05,Azure,RES-00581,Virtual Machines,Prod,Platform,East US,364.51,43.3,32.4,92.7,,,1,94.6,0
2026-05,AWS,RES-00582,RDS,Prod,Data,eu-west-2,325.74,,,38.0,,,1,44.1,0
2026-05,Azure,RES-00583,Virtual Machines,Prod,Platform,UK South,516.31,42.2,34.3,18.8,,,1,76.7,0
2026-05,Azure,RES-00584,Virtual Machines,Dev,Platform,UK South,197.3,34.9,23.7,94.6,,,1,42.5,0
2026-05,Azure,RES-00585,NAT Gateway,Prod,Applications,West Europe,140.31,,,89.6,,,1,,0
2026-05,AWS,RES-00586,EBS,Prod,Applications,eu-west-1,110.18,,,100.0,46.5,,1,,0
2026-05,Azure,RES-00587,Virtual Machines,Prod,Platform,East US,418.63,25.0,21.3,86.1,,,1,77.6,0
2026-05,AWS,RES-00588,S3,Prod,Platform,eu-west-1,18.17,,,99.7,50.4,5188.0,1,,0
2026-05,Azure,RES-00589,Managed Disks,UAT,Security,UK South,39.09,,,63.1,23.3,,0,,0
2026-05,AWS,RES-00590,EC2,UAT,Applications,us-east-1,126.82,82.6,60.5,57.8,,,0,37.0,0
2026-05,AWS,RES-00591,EC2,Prod,Security,eu-west-1,239.73,25.1,28.6,38.2,,,1,15.9,0
2026-05,AWS,RES-00592,EC2,Dev,Platform,us-east-1,152.1,3.4,41.3,55.9,,,1,26.6,0
2026-05,AWS,RES-00593,RDS,Prod,Platform,eu-west-1,460.12,,,32.6,,,1,76.4,0
2026-05,AWS,RES-00594,Load Balancer,Dev,Security,eu-west-2,207.58,,,45.4,,394.0,1,,1
2026-05,Azure,RES-00595,Virtual Machines,UAT,Security,West Europe,299.66,11.0,15.3,64.5,,,1,78.7,0
2026-05,Azure,RES-00596,Virtual Machines,Prod,Platform,West Europe,358.77,37.8,54.1,15.9,,,1,68.5,0
2026-05,AWS,RES-00597,NAT Gateway,Prod,Cloud Ops,eu-west-1,90.02,,,41.2,,,1,,0
2026-05,Azure,RES-00598,NAT Gateway,Prod,Security,UK South,181.41,,,40.0,,,1,,0
2026-05,AWS,RES-00599,EC2,Dev,Data,eu-west-2,131.66,3.5,40.7,47.0,,,1,27.2,0
2026-05,Azure,RES-00600,Virtual Machines,Prod,Cloud Ops,West Europe,156.46,11.5,20.1,76.8,,,1,76.4,0
2026-06,AWS,RES-00601,NAT Gateway,Prod,Applications,us-east-1,124.87,,,52.4,,,1,,0
2026-06,Azure,RES-00602,Managed Disks,Prod,Platform,UK South,56.49,,,73.0,86.5,,1,,0
2026-06,AWS,RES-00603,S3,UAT,Applications,us-east-1,48.4,,,51.3,64.4,1551.0,1,,0
2026-06,AWS,RES-00604,EC2,Dev,Cloud Ops,eu-west-1,288.05,24.8,41.6,27.1,,,1,3.5,0
2026-06,Azure,RES-00605,SQL Database,Prod,Applications,East US,307.57,,,73.8,,,1,5.0,0
2026-06,Azure,RES-00606,Blob Storage,UAT,Security,East US,52.26,,,68.7,39.0,172.0,1,,0
2026-06,Azure,RES-00607,Virtual Machines,Prod,Data,UK South,204.83,22.8,42.1,23.9,,,1,50.1,0
2026-06,AWS,RES-00608,Load Balancer,Prod,Applications,eu-west-2,61.51,,,92.5,,930.0,1,,0
2026-06,AWS,RES-00609,EC2,Dev,Cloud Ops,us-east-1,196.7,7.3,18.0,96.3,,,1,43.3,0
2026-06,Azure,RES-00610,Load Balancer,Prod,Data,East US,78.58,,,58.7,,678.0,1,,0
2026-06,Azure,RES-00611,SQL Database,UAT,Data,East US,508.56,,,74.2,,,1,7.1,0
2026-06,Azure,RES-00612,Blob Storage,UAT,Platform,UK South,90.81,,,47.3,92.7,8380.0,1,,0
2026-06,Azure,RES-00613,SQL Database,Prod,Data,West Europe,656.41,,,52.7,,,1,25.3,0
2026-06,AWS,RES-00614,S3,Prod,Data,eu-west-1,32.22,,,45.0,64.3,5262.0,1,,0
2026-06,Azure,RES-00615,Blob Storage,UAT,Applications,East US,35.32,,,40.5,24.5,2559.0,1,,0
2026-06,AWS,RES-00616,S3,UAT,Security,eu-west-2,34.38,,,41.7,22.9,651.0,1,,0
2026-06,AWS,RES-00617,EC2,Prod,Data,eu-west-2,252.43,13.2,21.5,70.7,,,1,15.7,0
2026-06,Azure,RES-00618,Virtual Machines,Prod,Data,West Europe,212.17,61.2,5.7,96.4,,,1,32.9,0
2026-06,AWS,RES-00619,EC2,Dev,Applications,eu-west-2,121.95,47.5,28.0,23.7,,,1,18.8,0
2026-06,AWS,RES-00620,EC2,Dev,Platform,eu-west-1,151.07,9.7,21.4,28.9,,,1,59.5,0
2026-06,AWS,RES-00621,RDS,Prod,Platform,us-east-1,466.74,,,86.9,,,1,50.2,0
2026-06,AWS,RES-00622,EBS,Dev,Security,eu-west-2,71.33,,,97.9,43.0,,1,,0
2026-06,Azure,RES-00623,Managed Disks,Prod,Data,East US,91.67,,,41.6,81.6,,0,,0
2026-06,Azure,RES-00624,SQL Database,Prod,Platform,East US,93.89,,,38.8,,,1,37.5,0
2026-06,Azure,RES-00625,Load Balancer,Dev,Applications,West Europe,85.95,,,99.2,,1769.0,1,,0
2026-06,Azure,RES-00626,Virtual Machines,Dev,Security,East US,95.98,9.1,21.0,58.4,,,1,45.0,0
2026-06,AWS,RES-00627,S3,UAT,Platform,eu-west-1,40.78,,,92.4,72.6,2898.0,1,,0
2026-06,Azure,RES-00628,Virtual Machines,Dev,Platform,UK South,255.83,10.1,48.7,62.3,,,1,19.3,0
2026-06,Azure,RES-00629,Load Balancer,Prod,Applications,UK South,33.55,,,85.9,,765.0,1,,0
2026-06,AWS,RES-00630,EBS,Prod,Cloud Ops,eu-west-1,65.35,,,81.0,28.4,,1,,0
2026-06,Azure,RES-00631,SQL Database,Dev,Cloud Ops,UK South,366.07,,,90.6,,,1,56.3,0
2026-06,AWS,RES-00632,EC2,Prod,Data,us-east-1,254.09,7.5,19.2,96.7,,,0,46.0,0
2026-06,Azure,RES-00633,SQL Database,Dev,Applications,West Europe,190.66,,,73.5,,,1,68.9,0
2026-06,Azure,RES-00634,Blob Storage,Prod,Security,UK South,126.16,,,83.9,58.8,617.0,1,,1
2026-06,AWS,RES-00635,Load Balancer,Dev,Data,eu-west-2,120.8,,,35.0,,476.0,1,,0
2026-06,Azure,RES-00636,SQL Database,Dev,Applications,West Europe,448.86,,,49.3,,,1,57.8,0
2026-06,AWS,RES-00637,RDS,UAT,Applications,eu-west-1,259.08,,,86.9,,,1,98.0,0
2026-06,Azure,RES-00638,SQL Database,Prod,Platform,West Europe,601.26,,,83.8,,,1,61.8,1
2026-06,AWS,RES-00639,EC2,UAT,Security,eu-west-2,324.48,42.0,48.7,54.5,,,1,94.5,0
2026-06,AWS,RES-00640,RDS,UAT,Data,us-east-1,185.16,,,51.1,,,0,14.2,0
2026-06,Azure,RES-00641,Blob Storage,Prod,Security,West Europe,46.36,,,71.7,33.6,3502.0,0,,0
2026-06,AWS,RES-00642,EC2,Dev,Applications,eu-west-2,840.76,3.5,11.3,81.7,,,1,89.4,1
2026-06,Azure,RES-00643,Virtual Machines,Prod,Data,UK South,259.13,6.3,8.7,76.7,,,1,59.9,0
2026-06,Azure,RES-00644,Managed Disks,Prod,Platform,East US,42.69,,,63.4,76.4,,1,,0
2026-06,AWS,RES-00645,RDS,Dev,Security,us-east-1,485.43,,,79.8,,,1,7.5,0
2026-06,Azure,RES-00646,Blob Storage,UAT,Security,West Europe,50.48,,,30.8,14.5,689.0,0,,0
2026-06,AWS,RES-00647,RDS,Prod,Applications,eu-west-2,196.15,,,34.6,,,1,38.4,0
2026-06,AWS,RES-00648,RDS,Prod,Cloud Ops,eu-west-2,264.38,,,90.2,,,1,3.9,0
2026-06,AWS,RES-00649,NAT Gateway,Dev,Security,us-east-1,119.12,,,68.1,,,0,,0
2026-06,AWS,RES-00650,EC2,Prod,Security,eu-west-2,214.9,26.7,9.6,18.6,,,1,90.5,0
2026-06,AWS,RES-00651,Load Balancer,UAT,Security,us-east-1,82.32,,,58.7,,2366.0,1,,0
2026-06,Azure,RES-00652,Blob Storage,Prod,Cloud Ops,West Europe,55.22,,,39.9,44.1,643.0,0,,0
2026-06,Azure,RES-00653,Virtual Machines,UAT,Cloud Ops,UK South,532.59,6.9,10.7,77.4,,,1,54.1,0
2026-06,AWS,RES-00654,NAT Gateway,UAT,Platform,eu-west-2,211.29,,,92.6,,,1,,1
2026-06,AWS,RES-00655,Load Balancer,Dev,Data,eu-west-1,167.48,,,30.3,,2702.0,1,,0
2026-06,AWS,RES-00656,S3,Prod,Platform,eu-west-2,45.39,,,30.6,56.5,490.0,1,,0
2026-06,Azure,RES-00657,Managed Disks,Prod,Applications,West Europe,120.59,,,69.4,62.1,,1,,0
2026-06,Azure,RES-00658,Blob Storage,Prod,Data,West Europe,98.49,,,42.5,6.5,1861.0,1,,0
2026-06,Azure,RES-00659,NAT Gateway,Dev,Platform,West Europe,171.34,,,97.7,,,1,,0
2026-06,AWS,RES-00660,EBS,UAT,Applications,eu-west-2,53.79,,,40.3,25.1,,1,,0
2026-06,AWS,RES-00661,EC2,UAT,Data,us-east-1,122.93,67.3,67.7,44.1,,,1,34.5,0
2026-06,AWS,RES-00662,S3,UAT,Cloud Ops,us-east-1,35.44,,,90.5,39.5,323.0,1,,0
2026-06,AWS,RES-00663,S3,Prod,Security,eu-west-1,27.06,,,67.5,44.1,2850.0,1,,0
2026-06,Azure,RES-00664,Virtual Machines,Prod,Data,West Europe,131.11,7.0,18.1,81.4,,,1,15.9,0
2026-06,AWS,RES-00665,Load Balancer,Prod,Security,eu-west-1,105.98,,,78.3,,452.0,0,,0
2026-06,AWS,RES-00666,EC2,Prod,Platform,eu-west-2,281.38,27.2,70.2,80.4,,,1,88.3,0
2026-06,AWS,RES-00667,RDS,Dev,Security,eu-west-1,179.5,,,41.9,,,0,46.7,0
2026-06,AWS,RES-00668,EC2,Prod,Data,eu-west-1,230.84,48.3,15.6,17.4,,,1,16.2,0
2026-06,Azure,RES-00669,Virtual Machines,Dev,Applications,UK South,423.82,5.6,40.5,71.0,,,1,94.8,1
2026-06,Azure,RES-00670,Blob Storage,Dev,Platform,West Europe,44.67,,,46.5,68.1,471.0,1,,0
2026-06,AWS,RES-00671,NAT Gateway,Prod,Cloud Ops,eu-west-2,207.27,,,48.3,,,1,,0
2026-06,AWS,RES-00672,RDS,Prod,Applications,eu-west-1,439.47,,,56.3,,,1,62.5,0
2026-06,AWS,RES-00673,RDS,Dev,Data,us-east-1,384.58,,,34.5,,,1,22.4,0
2026-06,AWS,RES-00674,EC2,Prod,Applications,eu-west-2,362.98,46.4,56.7,88.4,,,1,45.3,0
2026-06,AWS,RES-00675,EBS,Dev,Cloud Ops,us-east-1,111.68,,,97.7,9.4,,1,,1
2026-06,AWS,RES-00676,NAT Gateway,Dev,Data,eu-west-2,67.86,,,91.1,,,0,,0
2026-06,Azure,RES-00677,Managed Disks,UAT,Data,UK South,79.61,,,54.1,9.0,,1,,0
2026-06,Azure,RES-00678,Managed Disks,Prod,Platform,UK South,81.95,,,53.9,46.8,,1,,0
2026-06,AWS,RES-00679,RDS,UAT,Data,eu-west-1,392.46,,,80.7,,,1,38.2,0
2026-06,Azure,RES-00680,SQL Database,Dev,Security,East US,274.47,,,86.0,,,1,46.5,0
2026-06,Azure,RES-00681,Virtual Machines,UAT,Applications,East US,437.65,40.6,43.1,85.9,,,1,65.8,0
2026-06,Azure,RES-00682,Blob Storage,UAT,Security,UK South,48.86,,,34.4,12.1,1628.0,1,,0
2026-06,AWS,RES-00683,EC2,UAT,Security,eu-west-1,164.01,31.0,45.9,45.4,,,1,51.0,0
2026-06,AWS,RES-00684,Load Balancer,Prod,Data,eu-west-2,125.55,,,51.2,,305.0,1,,0
2026-06,Azure,RES-00685,Virtual Machines,Prod,Platform,East US,116.96,25.8,11.2,73.5,,,1,21.4,0
2026-06,AWS,RES-00686,EC2,UAT,Security,us-east-1,424.08,27.7,46.2,66.4,,,0,2.9,0
2026-06,Azure,RES-00687,Virtual Machines,Prod,Platform,East US,179.3,24.9,25.1,47.8,,,1,85.5,0
2026-06,AWS,RES-00688,Load Balancer,Dev,Applications,eu-west-1,170.07,,,69.3,,4389.0,1,,0
2026-06,AWS,RES-00689,EC2,Dev,Security,eu-west-2,47.92,20.5,6.5,31.9,,,1,45.0,0
2026-06,AWS,RES-00690,EC2,Prod,Data,eu-west-2,397.54,37.5,23.7,29.4,,,1,98.9,0
2026-06,Azure,RES-00691,Virtual Machines,Dev,Data,West Europe,932.87,13.1,45.3,41.2,,,1,38.1,0
2026-06,Azure,RES-00692,Managed Disks,Dev,Data,West Europe,61.06,,,51.0,20.8,,1,,0
2026-06,Azure,RES-00693,Virtual Machines,Prod,Cloud Ops,West Europe,509.0,3.0,7.7,96.1,,,1,15.4,1
2026-06,Azure,RES-00694,Virtual Machines,Prod,Platform,East US,497.85,9.4,9.1,41.5,,,1,63.8,0
2026-06,AWS,RES-00695,EBS,Prod,Data,us-east-1,108.27,,,85.2,64.7,,1,,0
2026-06,AWS,RES-00696,EBS,Prod,Data,eu-west-2,125.99,,,97.6,51.4,,0,,0
2026-06,AWS,RES-00697,EC2,Dev,Cloud Ops,eu-west-1,279.18,3.6,12.5,81.0,,,1,21.4,1
2026-06,AWS,RES-00698,NAT Gateway,Prod,Cloud Ops,eu-west-2,111.64,,,80.1,,,0,,0
2026-06,AWS,RES-00699,S3,Dev,Applications,eu-west-2,34.54,,,35.4,45.3,2028.0,1,,0
2026-06,Azure,RES-00700,Load Balancer,Dev,Platform,West Europe,88.72,,,51.3,,1644.0,1,,0
2026-06,AWS,RES-00701,EC2,UAT,Platform,us-east-1,234.51,59.6,60.3,96.9,,,1,27.5,0
2026-06,AWS,RES-00702,EC2,Prod,Data,eu-west-2,92.28,50.8,38.2,76.9,,,1,11.3,0
2026-06,Azure,RES-00703,Managed Disks,Prod,Cloud Ops,West Europe,46.32,,,32.5,26.6,,0,,0
2026-06,Azure,RES-00704,Virtual Machines,Dev,Applications,UK South,239.77,46.0,51.9,81.2,,,1,9.1,0
2026-06,Azure,RES-00705,Load Balancer,Dev,Data,West Europe,117.01,,,65.3,,857.0,1,,0
2026-06,Azure,RES-00706,Load Balancer,Prod,Platform,East US,86.3,,,82.6,,1101.0,1,,0
2026-06,AWS,RES-00707,EBS,UAT,Data,eu-west-2,76.53,,,96.6,37.8,,1,,0
2026-06,Azure,RES-00708,SQL Database,UAT,Cloud Ops,West Europe,272.88,,,83.5,,,1,80.1,0
2026-06,Azure,RES-00709,Managed Disks,Prod,Cloud Ops,UK South,71.37,,,55.7,23.6,,1,,0
2026-06,AWS,RES-00710,RDS,Prod,Security,eu-west-2,267.8,,,71.1,,,1,92.4,0
2026-06,Azure,RES-00711,Load Balancer,Prod,Security,East US,160.51,,,33.5,,326.0,1,,0
2026-06,Azure,RES-00712,Blob Storage,Dev,Platform,East US,25.85,,,45.1,11.6,496.0,1,,0
2026-06,Azure,RES-00713,Managed Disks,UAT,Cloud Ops,East US,70.16,,,72.8,25.2,,1,,0
2026-06,AWS,RES-00714,EC2,Dev,Data,us-east-1,391.99,7.1,19.0,20.4,,,1,83.6,0
2026-06,Azure,RES-00715,Virtual Machines,Prod,Cloud Ops,West Europe,161.66,19.7,26.5,56.6,,,1,69.2,0
2026-06,Azure,RES-00716,SQL Database,UAT,Cloud Ops,UK South,441.28,,,43.6,,,0,1.0,0
2026-06,AWS,RES-00717,EBS,Prod,Data,eu-west-1,82.12,,,41.2,40.9,,0,,0
2026-06,AWS,RES-00718,EC2,UAT,Data,us-east-1,83.7,20.3,36.3,78.6,,,0,41.9,0
2026-06,AWS,RES-00719,RDS,Prod,Data,eu-west-1,223.58,,,61.1,,,1,11.8,0
2026-06,Azure,RES-00720,Managed Disks,UAT,Platform,West Europe,185.27,,,54.3,27.7,,0,,0
2026-07,AWS,RES-00721,RDS,Dev,Applications,eu-west-2,367.81,,,75.9,,,1,31.7,0
2026-07,Azure,RES-00722,SQL Database,Prod,Data,West Europe,148.42,,,82.1,,,1,98.4,0
2026-07,Azure,RES-00723,Managed Disks,Prod,Cloud Ops,UK South,71.25,,,89.0,23.8,,0,,0
2026-07,AWS,RES-00724,Load Balancer,Prod,Platform,us-east-1,41.32,,,70.1,,1649.0,1,,0
2026-07,AWS,RES-00725,NAT Gateway,Prod,Platform,eu-west-1,53.46,,,97.3,,,1,,0
2026-07,AWS,RES-00726,S3,Prod,Cloud Ops,eu-west-2,81.43,,,65.8,49.9,1532.0,1,,0
2026-07,Azure,RES-00727,Blob Storage,Prod,Data,UK South,67.21,,,36.1,14.6,684.0,1,,0
2026-07,AWS,RES-00728,Load Balancer,Prod,Data,us-east-1,74.99,,,55.9,,2815.0,0,,0
2026-07,AWS,RES-00729,EBS,Prod,Data,us-east-1,45.34,,,97.1,27.9,,1,,0
2026-07,AWS,RES-00730,EC2,Prod,Data,us-east-1,377.09,55.9,51.5,87.1,,,1,67.6,0
2026-07,AWS,RES-00731,RDS,UAT,Applications,eu-west-2,273.11,,,53.4,,,1,56.8,0
